"WELL_ID","PRF1","PRF2","PRF3","PL1","PL2","risk","LATITUDE","LONGITUDE","SOURCE"
"5000062-001",1,1,1.2,"NO3N","NO3N","high",37.601523,-121.131852,"DHS"
"5000066-001",0,0,NA,"","","low",37.69706,-120.992031,"DHS"
"5000066-002",1,0,1.34,"NO3N","","high",37.715277,-120.991388,"DHS"
"5000066-003",1,2,3.23383883476483,"DBCP","AS; NO3N","high",37.699722,-120.996111,"DHS"
"5000067-001",2,0,14.1029211956522,"TCPR123; DBCP","","high",37.717021,-121.011641,"DHS"
"5000068-001",0,0,NA,"","","low",37.63671,-120.571283,"DHS"
"5000068-002",0,0,NA,"","","low",37.630828,-120.572585,"DHS"
"5000071-002",0,0,NA,"","","low",37.823138,-120.694972,"DHS"
"5000072-001",0,1,NA,"","AS","med",37.565631,-120.958556,"DHS"
"5000072-002",0,1,NA,"","AS","med",37.480401,-120.832671,"DHS"
"5000076-002",0,1,NA,"","NO3N","med",37.427069,-121.01557,"DHS"
"5000077-001",2,0,35.5709944444444,"TCPR123; AS","","high",37.565631,-120.958556,"DHS"
"5000080-001",3,0,1.67240740740741,"NO3N; ALPHA; U","","high",37.574074,-121.031345,"DHS"
"5000080-003",1,1,2.22023759692685,"AS","AS","high",37.573928,-121.031348,"DHS"
"5000082-001",0,0,NA,"","","low",37.789956,-120.868349,"DHS"
"5000086-001",1,0,1.23052083333333,"AS","","high",37.779798,-120.816789,"DHS"
"5000090-001",0,0,NA,"","","low",37.69706,-120.992031,"DHS"
"5000090-002",2,3,1.44583333333334,"ALPHA; U","ALPHA; U; NO3N","high",37.625558,-120.843033,"DHS"
"5000090-013",2,2,1.3516,"ALPHA; U","U; NO3N","high",37.625565,-120.843185,"DHS"
"5000091-001",0,0,NA,"","","low",37.779798,-120.816789,"DHS"
"5000092-001",0,0,NA,"","","low",37.786068,-120.812627,"DHS"
"5000095-001",0,0,NA,"","","low",37.625111,-120.993972,"DHS"
"5000095-002",1,0,5.8,"ALPHA","","high",37.624116,-120.994779,"DHS"
"5000095-003",0,0,NA,"","","low",37.624127,-120.994929,"DHS"
"5000099-001",0,0,NA,"","","low",37.746166,-121.003444,"DHS"
"5000099-002",0,0,NA,"","","low",37.561478,-121.028938,"DHS"
"5000099-003",0,0,NA,"","","low",37.745445,-121.003775,"DHS"
"5000101-001",0,0,NA,"","","low",37.482259,-120.931274,"DHS"
"5000106-001",0,0,NA,"","","low",37.75,-120.79,"DHS"
"5000109-002",3,0,2.49784810405644,"ALPHA; U; NO3N","","high",37.561478,-121.028938,"DHS"
"5000110-001",0,1,NA,"","NO3N","med",37.6485,-120.978166,"DHS"
"5000110-002",0,1,NA,"","NO3N","med",37.649215,-120.978491,"DHS"
"5000116-001",3,1,2.11660434305944,"NO3N; ALPHA; U","ALPHA","high",37.488961,-120.7978,"DHS"
"5000117-001",0,1,NA,"","TCPR123","med",37.77475,-120.822556,"DHS"
"5000123-001",0,1,NA,"","DBCP","med",37.61,-120.87,"DHS"
"5000129-001",0,0,NA,"","","low",37.589068,-120.996708,"DHS"
"5000132-001",0,0,NA,"","","low",37.638444,-121.121806,"DHS"
"5000132-002",0,0,NA,"","","low",37.828194,-120.914792,"DHS"
"5000133-001",0,0,NA,"","","low",37.665933,-121.065955,"DHS"
"5000133-003",0,1,NA,"","AS","med",37.665965,-121.066011,"DHS"
"5000135-001",0,0,NA,"","","low",37.66,-121.03,"DHS"
"5000135-003",0,0,NA,"","","low",37.66,-121.03,"DHS"
"5000136-003",0,0,NA,"","","low",37.49333,-120.848411,"DHS"
"5000138-001",0,1,NA,"","NO3N","med",37.638342,-120.818734,"DHS"
"5000139-001",0,0,NA,"","","low",37.637751,-120.8881,"DHS"
"5000141-001",0,0,NA,"","","low",37.698361,-120.883666,"DHS"
"5000141-002",0,0,NA,"","","low",37.709086,-121.001435,"DHS"
"5000141-003",0,0,NA,"","","low",37.710931,-121.006006,"DHS"
"5000141-004",1,1,1.06666666666667,"PB","NO3N","high",37.708999,-121.005773,"DHS"
"5000152-001",0,0,NA,"","","low",37.637751,-120.8881,"DHS"
"5000154-001",0,0,NA,"","","low",37.539789,-121.268559,"DHS"
"5000154-002",0,0,NA,"","","low",37.637825,-120.849665,"DHS"
"5000155-001",0,0,NA,"","","low",37.638229,-120.618835,"DHS"
"5000158-001",0,0,NA,"","","low",37.539789,-121.268559,"DHS"
"5000159-001",0,0,NA,"","","low",37.73,-120.94,"DHS"
"5000159-002",0,0,NA,"","","low",37.73,-120.94,"DHS"
"5000164-001",0,0,NA,"","","low",37.657333,-120.660055,"DHS"
"5000164-002",0,0,NA,"","","low",37.662974,-120.67831,"DHS"
"5000164-003",0,0,NA,"","","low",37.657263,-120.665489,"DHS"
"5000164-004",0,0,NA,"","","low",37.660006,-120.655736,"DHS"
"5000165-001",0,0,NA,"","","low",37.848315,-120.87829,"DHS"
"5000165-002",0,0,NA,"","","low",37.838083,-120.861256,"DHS"
"5000165-003",0,0,NA,"","","low",37.562528,-121.141889,"DHS"
"5000166-001",0,0,NA,"","","low",37.790768,-120.866669,"DHS"
"5000167-001",0,0,NA,"","","low",37.781325,-120.881652,"DHS"
"5000167-002",0,0,NA,"","","low",37.561921,-121.144504,"DHS"
"5000167-003",0,0,NA,"","","low",37.562527,-121.141888,"DHS"
"5000172-001",0,1,NA,"","CR","med",37.7,-121,"DHS"
"5000175-001",0,0,NA,"","","low",37.790768,-120.866669,"DHS"
"5000177-001",0,0,NA,"","","low",37.781325,-120.881652,"DHS"
"5000177-002",0,0,NA,"","","low",37.781474,-120.881515,"DHS"
"5000178-002",0,0,NA,"","","low",37.68,-120.87,"DHS"
"5000179-002",0,0,NA,"","","low",37.830069,-120.915807,"DHS"
"5000179-003",0,0,NA,"","","low",37.748859,-120.843058,"DHS"
"5000179-004",0,0,NA,"","","low",37.660006,-120.655736,"DHS"
"5000189-003",1,1,1.48808723619837,"ALPHA","NO3N","high",37.704515,-121.001703,"DHS"
"5000189-004",0,0,NA,"","","low",37.707157,-121.003712,"DHS"
"5000189-005",0,0,NA,"","","low",37.70721,-121.000805,"DHS"
"5000189-006",0,1,NA,"","NO3N","med",37.709812,-121.000815,"DHS"
"5000193-001",0,0,NA,"","","low",37.493181,-120.908769,"DHS"
"5000195-001",1,0,1.10613333333333,"AS","","high",37.493181,-120.908769,"DHS"
"5000202-001",0,0,NA,"","","low",37.541878,-120.921007,"DHS"
"5000202-002",0,1,NA,"","ALPHA","med",37.544343,-121.265525,"DHS"
"5000204-001",0,0,NA,"","","low",37.63,-120.98,"DHS"
"5000204-002",1,0,1.15,"SB","","high",37.63,-120.98,"DHS"
"5000204-003",0,0,NA,"","","low",37.63,-120.98,"DHS"
"5000207-001",0,0,NA,"","","low",37.64,-120.98,"DHS"
"5000208-001",1,0,1.1,"NO3N","","high",37.68,-121.01,"DHS"
"5000211-001",0,0,NA,"","","low",37.715925,-120.92056,"DHS"
"5000211-003",0,0,NA,"","","low",37.712279,-120.918206,"DHS"
"5000211-004",0,0,NA,"","","low",37.712323,-120.919803,"DHS"
"5000213-001",0,1,NA,"","NO3N","med",37.665933,-121.065955,"DHS"
"5000214-002",1,0,2.72666666666667,"TCPR123","","high",37.64,-120.92,"DHS"
"5000217-001",0,1,NA,"","NO3N","med",37.541878,-120.921007,"DHS"
"5000218-001",2,1,2.7,"DBCP; AS","NO3N","high",37.591966,-120.848203,"DHS"
"5000218-004",1,0,2.15560897435897,"AS","","high",37.592824,-120.848645,"DHS"
"5000225-001",0,0,NA,"","","low",37.479232,-120.831378,"DHS"
"5000237-003",0,0,NA,"","","low",37.79247,-120.836365,"DHS"
"5000237-004",0,0,NA,"","","low",37.793291,-120.831437,"DHS"
"5000238-001",0,0,NA,"","","low",37.6,-121.28,"DHS"
"5000239-001",0,0,NA,"","","low",37.492067,-120.995916,"DHS"
"5000247-001",0,1,NA,"","NO3N","med",37.70812,-120.995083,"DHS"
"5000249-001",0,2,NA,"","DBCP; NO3N","med",37.711622,-121.028475,"DHS"
"5000249-004",1,0,1.80333333333333,"TCPR123","","high",37.712827,-121.027462,"DHS"
"5000254-001",0,1,NA,"","NO3N","med",37.6,-121.28,"DHS"
"5000255-001",2,1,1.76675,"ALPHA; U","AS","high",37.492067,-120.995916,"DHS"
"5000255-002",1,2,1.23183333333333,"AS","AS; BA","high",37.492351,-120.995838,"DHS"
"5000258-001",0,0,NA,"","","low",37.475278,-121.127361,"DHS"
"5000261-001",0,1,NA,"","NO3N","med",37.72255,-120.995806,"DHS"
"5000263-001",1,0,1.78333333333333,"DBCP","","high",37.711711,-120.995903,"DHS"
"5000263-002",0,0,NA,"","","low",37.711791,-120.996031,"DHS"
"5000268-001",3,0,5.80588888888889,"ALPHA; U; NO3N","","high",37.582777,-120.945277,"DHS"
"5000271-001",1,1,2.32,"CR6","NO3N","high",37.475277,-121.127361,"DHS"
"5000271-002",0,0,NA,"","","low",37.475169,-121.127681,"DHS"
"5000272-001",0,0,NA,"","","low",40.501167,-121.993778,"DHS"
"5000272-002",0,0,NA,"","","low",37.786154,-120.820661,"DHS"
"5000273-001",1,0,1.32368055555556,"AS","","high",37.572758,-120.791616,"DHS"
"5000273-002",1,1,1.61041666666667,"TCPR123","TCPR123","high",37.572831,-120.790191,"DHS"
"5000274-001",1,1,1.15333333333333,"ALPHA","ALPHA","high",37.624638,-121.054583,"DHS"
"5000275-002",0,0,NA,"","","low",37.61,-120.98,"DHS"
"5000277-001",0,0,NA,"","","low",37.699166,-120.813333,"DHS"
"5000277-002",0,0,NA,"","","low",37.830069,-120.915807,"DHS"
"5000284-001",0,0,NA,"","","low",37.609635,-121.11564,"DHS"
"5000286-004",1,1,2.29233333333333,"ALPHA","NO3N","high",37.544428,-120.979614,"DHS"
"5000290-001",0,1,NA,"","NO3N","med",37.638444,-121.121805,"DHS"
"5000295-001",2,1,1.38527777777778,"NO3N; ALPHA","NO3N","high",37.609635,-121.11564,"DHS"
"5000297-001",0,0,NA,"","","low",37.588361,-120.933056,"DHS"
"5000301-001",0,0,NA,"","","low",37.464082,-121.121981,"DHS"
"5000302-001",0,0,NA,"","","low",37.51,-120.87,"DHS"
"5000306-001",0,0,NA,"","","low",37.597189,-120.962621,"DHS"
"5000307-001",0,1,NA,"","NO3N","med",37.566389,-120.962777,"DHS"
"5000307-003",0,0,NA,"","","low",37.565108,-120.957222,"DHS"
"5000308-001",2,0,1.45929166666667,"TCPR123; AS","","high",37.588361,-120.933055,"DHS"
"5000313-001",2,0,2.67534722222222,"ALPHA; U","","high",37.452777,-121.041944,"DHS"
"5000313-002",4,1,2.48377913329489,"CR; U; NI; ALPHA","AL","high",37.452116,-121.045253,"DHS"
"5000316-001",1,2,1.13725,"AS","AS; ALPHA","high",37.624639,-121.054583,"DHS"
"5000317-001",0,0,NA,"","","low",37.689817,-121.070239,"DHS"
"5000317-002",0,0,NA,"","","low",37.780546,-120.784235,"DHS"
"5000319-001",0,1,NA,"","NO3N","med",37.575833,-120.953888,"DHS"
"5000320-001",1,0,1.37875,"NO3N","","high",37.71,-121.03,"DHS"
"5000323-001",0,1,NA,"","NO3N","med",37.472557,-120.849573,"DHS"
"5000332-001",0,0,NA,"","","low",37.478861,-120.833416,"DHS"
"5000335-001",1,2,1.1,"AS","AS; NO3N","high",37.689817,-121.070239,"DHS"
"5000336-001",0,1,NA,"","AS","med",37.654194,-121.026361,"DHS"
"5000340-001",2,1,2.27708333333333,"ALPHA; U","NO3N","high",37.59,-120.96,"DHS"
"5000342-001",0,0,NA,"","","low",37.581992,-120.944409,"DHS"
"5000346-001",0,1,NA,"","NO3N","med",37.714083,-120.9955,"DHS"
"5000347-001",0,0,NA,"","","low",37.6375,-121.12225,"DHS"
"5000352-001",0,0,NA,"","","low",37.6,-121.04,"DHS"
"5000354-001",0,1,NA,"","NO3N","med",37.78,-120.8,"DHS"
"5000355-001",0,0,NA,"","","low",37.77,-120.81,"DHS"
"5000355-002",0,0,NA,"","","low",37.77,-120.8,"DHS"
"5000358-001",0,1,NA,"","NO3N","med",37.597138,-120.871833,"DHS"
"5000358-002",0,1,NA,"","NO3N","med",37.59649,-120.871833,"DHS"
"5000368-001",0,0,NA,"","","low",37.696611,-120.97175,"DHS"
"5000371-001",0,1,NA,"","NO3N","med",37.566111,-120.925555,"DHS"
"5000372-001",1,1,1.35555555555556,"NO3N","AS","high",37.664333,-121.059388,"DHS"
"5000372-003",1,3,1.155,"NO3N","NO3N; AS; CR6","high",37.664606,-121.060862,"DHS"
"5000378-001",3,0,3.08894841269841,"ALPHA; U; NO3N","","high",37.541329,-121.041941,"DHS"
"5000379-001",0,0,NA,"","","low",37.651944,-121.031111,"DHS"
"5000381-001",0,0,NA,"","","low",37.4915,-121.086944,"DHS"
"5000382-001",0,1,NA,"","NO3N","med",37.49317,-120.994083,"DHS"
"5000382-003",0,0,NA,"","","low",37.493127,-120.993891,"DHS"
"5000382-004",0,0,NA,"","","low",37.493127,-120.993891,"DHS"
"5000383-002",1,1,1.14861111111111,"NO3N","NO2","high",37.494433,-120.99488,"DHS"
"5000383-004",0,0,NA,"","","low",37.494443,-120.994885,"DHS"
"5000384-002",0,0,NA,"","","low",37.3885,-121.117052,"DHS"
"5000384-003",0,0,NA,"","","low",37.656042,-121.024729,"DHS"
"5000388-001",1,1,1.38333333333333,"NO3N","NO3N","high",37.651694,-121.02475,"DHS"
"5000389-001",2,0,1.460185,"AS; NO3N","","high",40.005909,-122.172593,"DHS"
"5000391-002",0,2,NA,"","AS; CR6","med",37.483515,-120.83682,"DHS"
"5000395-001",0,0,NA,"","","low",37.646172,-120.491686,"DHS"
"5000397-001",0,0,NA,"","","low",37.63,-120.81,"DHS"
"5000400-001",0,0,NA,"","","low",37.53,-120.89,"DHS"
"5000401-001",0,0,NA,"","","low",37.608669,-121.116902,"DHS"
"5000402-001",1,1,1.3225,"NO3N","NO3N","high",37.538444,-120.89525,"DHS"
"5000404-002",0,0,NA,"","","low",37.67,-121.08,"DHS"
"5000409-001",0,1,NA,"","NO3N","med",37.608669,-121.116902,"DHS"
"5000410-001",1,0,1.3,"AS","","high",37.538444,-120.89525,"DHS"
"5000410-002",1,0,1.2,"AS","","high",37.540555,-120.898333,"DHS"
"5000411-001",2,2,1.75333333333333,"TCPR123; NO3N","NO3N; DBCP","high",37.720117,-120.996551,"DHS"
"5000411-002",0,0,NA,"","","low",37.720299,-120.998742,"DHS"
"5000411-003",1,0,2.691,"TCPR123","","high",37.717856,-121.001242,"DHS"
"5000414-001",0,0,NA,"","","low",37.484805,-120.838611,"DHS"
"5000415-001",1,0,1.78,"NO3N","","high",37.594106,-120.874217,"DHS"
"5000424-001",0,1,NA,"","NO3N","med",37.593877,-120.874074,"DHS"
"5000426-001",1,1,1.32,"NO3N","NO3N","high",37.700852,-120.989591,"DHS"
"5000427-001",0,0,NA,"","","low",37.390694,-121.117027,"DHS"
"5000430-001",0,0,NA,"","","low",37.77,-120.86,"DHS"
"5000433-001",0,0,NA,"","","low",37.778099,-120.806101,"DHS"
"5000433-002",0,0,NA,"","","low",37.77809,-120.805969,"DHS"
"5000433-003",0,0,NA,"","","low",37.777472,-120.797948,"DHS"
"5000433-004",0,0,NA,"","","low",37.780368,-120.802524,"DHS"
"5000433-005",0,0,NA,"","","low",37.780317,-120.791701,"DHS"
"5000433-006",0,0,NA,"","","low",37.779684,-120.777716,"DHS"
"5000433-007",0,0,NA,"","","low",37.776925,-120.785564,"DHS"
"5000434-001",1,0,1.07878571428571,"NO3N","","high",37.573622,-120.940989,"DHS"
"5000435-002",1,1,1.67,"NO3N","NO3N","high",37.774638,-120.800891,"DHS"
"5000439-001",0,0,NA,"","","low",37.536472,-120.889085,"DHS"
"5000440-001",0,0,NA,"","","low",37.506361,-120.733361,"DHS"
"5000440-002",0,0,NA,"","","low",37.506155,-120.730324,"DHS"
"5000440-003",0,0,NA,"","","low",37.503063,-120.738879,"DHS"
"5000440-004",0,0,NA,"","","low",37.503036,-120.721516,"DHS"
"5000440-005",0,0,NA,"","","low",37.503153,-120.738711,"DHS"
"5000441-002",0,1,NA,"","NO3N","med",37.67,-121.06,"DHS"
"5000442-001",0,0,NA,"","","low",37.483055,-120.826111,"DHS"
"5000442-002",0,0,NA,"","","low",37.477078,-120.823069,"DHS"
"5000443-001",0,1,NA,"","NO3N","med",37.472557,-120.849573,"DHS"
"5000446-001",0,0,NA,"","","low",37.781579,-120.856084,"DHS"
"5000447-001",0,0,NA,"","","low",37.783046,-120.858704,"DHS"
"5000453-001",0,0,NA,"","","low",37.61,-121.04,"DHS"
"5000454-001",3,2,1.14,"ALPHA; TCPR123; NO3N","NO3N; U","high",37.485093,-120.834783,"DHS"
"5000457-001",1,1,1.11,"NO3N","NO3N","high",37.72,-120.99,"DHS"
"5000457-002",1,1,1.1025,"NO3N","NO3N","high",37.724154,-120.99566,"DHS"
"5000458-001",0,1,NA,"","NO3N","med",37.49,-120.95,"DHS"
"5000461-001",0,0,NA,"","","low",37.67,-120.93,"DHS"
"5000462-001",1,0,1.93009259259259,"NO3N","","high",37.686917,-120.922278,"DHS"
"5000465-001",1,0,1.81904761904762,"AS","","high",37.608153,-120.890838,"DHS"
"5000465-003",3,2,3.24608928571429,"TCPR123; AS; NO3N","AS; NO3N","high",37.608234,-120.888782,"DHS"
"5000467-001",0,1,NA,"","NO3N","med",37.686916,-120.922277,"DHS"
"5000469-001",0,0,NA,"","","low",37.7,-120.97,"DHS"
"5000470-002",0,1,NA,"","ALPHA","med",37.624502,-120.880254,"DHS"
"5000470-003",3,0,1.58633333333333,"U; ALPHA; NO3N","","high",37.623413,-120.879458,"DHS"
"5000470-004",0,0,NA,"","","low",37.620564,-120.87955,"DHS"
"5000472-001",0,0,NA,"","","low",37.67,-120.92,"DHS"
"5000474-001",0,0,NA,"","","low",39.136519,-121.561275,"DHS"
"5000475-001",0,0,NA,"","","low",37.69,-120.84,"DHS"
"5000478-001",0,0,NA,"","","low",37.318114,-121.082895,"DHS"
"5000480-001",0,0,NA,"","","low",37.484012,-121.100119,"DHS"
"5000481-001",0,0,NA,"","","low",40.258903,-122.207327,"DHS"
"5000481-002",0,1,NA,"","NO3N","med",37.662849,-120.781239,"DHS"
"5000482-001",1,0,1.4125,"NO3N","","high",37.464296,-120.914025,"DHS"
"5000482-002",0,0,NA,"","","low",37.464324,-120.914502,"DHS"
"5000483-001",0,1,NA,"","NO3N","med",37.7804,-120.853782,"DHS"
"5000484-001",2,0,4.7668005952381,"TCPR123; AS","","high",37.57906,-120.995471,"DHS"
"5000486-001",0,0,NA,"","","low",37.709139,-120.920194,"DHS"
"5000487-001",0,1,NA,"","NO3N","med",37.481722,-120.835556,"DHS"
"5000487-002",0,1,NA,"","NO3N","med",37.594223,-120.848676,"DHS"
"5000489-001",0,0,NA,"","","low",37.66,-120.9,"DHS"
"5000490-002",1,0,1.02323863636364,"NO3N","","high",37.497077,-120.995685,"DHS"
"5000490-003",0,0,NA,"","","low",37.497123,-120.995331,"DHS"
"5000491-002",0,0,NA,"","","low",37.71,-121.04,"DHS"
"5000493-001",0,0,NA,"","","low",37.709138,-120.920194,"DHS"
"5000493-002",0,0,NA,"","","low",37.709132,-120.920222,"DHS"
"5000494-001",0,1,NA,"","AS","med",37.481722,-120.835555,"DHS"
"5000498-001",1,1,1.21428571428571,"AS","AS","high",37.541861,-120.893888,"DHS"
"5000499-001",3,1,1.27802935241841,"TCPR123; NO3N; AS","AS","high",37.680888,-121.109694,"DHS"
"5000500-001",0,0,NA,"","","low",37.787075,-120.860197,"DHS"
"5000501-001",0,1,NA,"","NO3N","med",37.60891,-120.882962,"DHS"
"5000501-002",0,0,NA,"","","low",37.608868,-120.883001,"DHS"
"5000502-001",0,0,NA,"","","low",37.575416,-120.846388,"DHS"
"5000503-001",0,0,NA,"","","low",37.784939,-120.859173,"DHS"
"5000505-002",0,0,NA,"","","low",37.492805,-120.901666,"DHS"
"5000506-001",0,0,NA,"","","low",37.698361,-120.883666,"DHS"
"5000507-001",0,1,NA,"","NO3N","med",39.064103,-121.506039,"DHS"
"5000509-001",0,0,NA,"","","low",37.772555,-120.773583,"DHS"
"5000511-001",0,0,NA,"","","low",37.71,-121.04,"DHS"
"5000512-002",0,0,NA,"","","low",37.609754,-120.887819,"DHS"
"5000516-001",0,0,NA,"","","low",37.709672,-120.941153,"DHS"
"5000517-001",0,0,NA,"","","low",37.710006,-120.997021,"DHS"
"5000525-001",0,0,NA,"","","low",37.492836,-120.993936,"DHS"
"5000525-002",1,1,1.104,"NO3N","NO3N","high",37.49282,-120.994008,"DHS"
"5000527-002",0,1,NA,"","AS","med",37.563202,-120.800802,"DHS"
"5000529-001",0,0,NA,"","","low",37.704166,-120.956395,"DHS"
"5000530-004",1,2,1.08333333333333,"NO3N","NO3N; PCATE","high",37.634657,-120.793559,"DHS"
"5000532-001",0,0,NA,"","","low",37.579313,-120.925924,"DHS"
"5000535-001",1,1,1.16,"ALPHA","ALPHA","high",37.714167,-121.001005,"DHS"
"5000538-001",0,0,NA,"","","low",37.667592,-120.905676,"DHS"
"5000547-001",0,1,NA,"","NO3N","med",37.547646,-120.901954,"DHS"
"5000548-001",0,0,NA,"","","low",37.566749,-120.725903,"DHS"
"5000551-001",0,1,NA,"","NO3N","med",37.700594,-120.937844,"DHS"
"5000552-001",1,0,3.52555555555556,"TCPR123","","high",37.712371,-121.003855,"DHS"
"5000554-001",1,1,1.44,"TCPR123","TCPR123","high",37.605393,-120.807667,"DHS"
"5000555-002",1,1,1.35069444444444,"AS","CR6","high",37.546209,-120.89834,"DHS"
"5000557-001",0,0,NA,"","","low",37.480304,-120.832111,"DHS"
"5000561-001",1,1,2,"DBCP","NO3N","high",37.713127,-120.993675,"DHS"
"5000562-002",0,0,NA,"","","low",37.715157,-120.994814,"DHS"
"5000563-001",1,0,6.97916666666667,"TCPR123","","high",37.715611,-121.003388,"DHS"
"5000565-001",1,0,13.4877777777778,"TCPR123","","high",37.71575,-121.00392,"DHS"
"5000568-001",0,0,NA,"","","low",37.721801,-121.059985,"DHS"
"5000570-001",1,1,1.21606060606061,"AS","CR6","high",37.547095,-120.901738,"DHS"
"5000571-001",0,0,NA,"","","low",37.665361,-120.748313,"DHS"
"5000573-002",0,0,NA,"","","low",37.712295,-121.002507,"DHS"
"5000578-001",1,0,1.89,"F","","high",37.433326,-121.013823,"DHS"
"5000579-001",1,1,1.43666666666666,"ALPHA","U","high",37.574403,-120.753576,"DHS"
"5000579-002",0,1,NA,"","ALPHA","med",37.574407,-120.753409,"DHS"
"5000580-001",0,0,NA,"","","low",37.730254,-121.068138,"DHS"
"5000582-001",0,0,NA,"","","low",37.566572,-120.994693,"DHS"
"5000583-001",0,1,NA,"","CR6","med",37.64193,-121.065932,"DHS"
"5000584-001",0,0,NA,"","","low",37.738025,-120.994814,"DHS"
"5000585-001",0,0,NA,"","","low",37.638546,-121.12369,"DHS"
"5000588-001",1,2,1.51333333333333,"ALPHA","ALPHA; U","high",37.658085,-121.030369,"DHS"
"5000592-001",1,1,1.2,"NO3N","NO3N","high",37.712449,-120.825194,"DHS"
"5000595-002",0,1,NA,"","NO3N","med",37.451671,-120.868173,"DHS"
"5000596-001",3,0,17.9466666666667,"TCPR123; DBCP; NO3N","","high",37.596419,-120.84559,"DHS"
"5010005-001",0,0,NA,"","","low",37.70083,-121.08642,"DHS"
"5010005-004",0,0,NA,"","","low",37.70989,-121.07724,"DHS"
"5010005-005",0,1,NA,"","AS","med",37.70691,-121.09319,"DHS"
"5010005-006",0,0,NA,"","","low",37.71402,-121.082,"DHS"
"5010005-007",0,0,NA,"","","low",37.69834,-121.07377,"DHS"
"5010005-008",0,0,NA,"","","low",37.71553,-121.08905,"DHS"
"5010005-009",1,1,1.5375,"TCPR123","AS","high",37.72129,-121.09699,"DHS"
"5010005-017",0,0,NA,"","","low",37.702939,-121.078423,"DHS"
"5010006-001",0,0,NA,"","","low",37.64277,-120.76405,"DHS"
"5010006-002",1,1,1.83333333333333,"TCPR123","TCPR123","high",37.64199,-120.75517,"DHS"
"5010006-003",0,1,NA,"","NO3N","med",37.64117,-120.74547,"DHS"
"5010006-004",0,0,NA,"","","low",37.64558,-120.77354,"DHS"
"5010006-005",0,0,NA,"","","low",37.63711,-120.77367,"DHS"
"5010006-006",0,1,NA,"","DBCP","med",37.64727,-120.76391,"DHS"
"5010007-001",0,0,NA,"","","low",37.542365,-121.202224,"DHS"
"5010007-002",1,1,1.80972222222222,"TCPR123","NO3N","high",37.542932,-121.202905,"DHS"
"5010008-002",0,0,NA,"","","low",37.602563,-120.860473,"DHS"
"5010008-003",2,2,1.44396092796093,"TCPR123; AS","AS; NO3N","high",37.60328,-120.869809,"DHS"
"5010008-005",2,1,2.01425876322751,"TCPR123; AS","AS","high",37.595622,-120.865047,"DHS"
"5010008-006",1,0,1.02879571816895,"AS","","high",37.592907,-120.869779,"DHS"
"5010008-007",1,0,1.56027777777778,"AS","","high",37.598611,-120.853611,"DHS"
"5010008-014",2,1,4.25605759803922,"TCPR123; AS","AS","high",37.607495,-120.853311,"DHS"
"5010009-004",0,2,NA,"","ALPHA; NO3N","med",37.555117,-120.907138,"DHS"
"5010009-005",1,2,15.6302884615385,"TCPR123","AS; NO3N","high",37.559221,-120.919119,"DHS"
"5010009-006",1,1,1.4964423648193,"AS","TCPR123","high",37.55607,-120.910728,"DHS"
"5010009-007",2,1,1.92961436847466,"TCPR123; AS","TCPR123","high",37.555011,-120.920734,"DHS"
"5010009-012",2,0,4.03064867424242,"TCPR123; AS","","high",37.5594,-120.9039,"DHS"
"5010010-002",0,0,NA,"","","low",37.621389,-120.974167,"DHS"
"5010010-003",2,0,1.34729027777778,"ALPHA; U","","high",37.64277,-120.99117,"DHS"
"5010010-004",3,0,1.24707078569323,"ALPHA; CTCL; U","","high",37.64622,-120.9999,"DHS"
"5010010-005",0,1,NA,"","ALPHA","med",37.64003,-121.00358,"DHS"
"5010010-006",0,1,NA,"","ALPHA","med",37.63719,-120.99582,"DHS"
"5010010-008",2,1,1.37713888888889,"TCPR123; ALPHA","TCPR123","high",37.65071,-120.98702,"DHS"
"5010010-009",0,0,NA,"","","low",37.65093,-120.99944,"DHS"
"5010010-010",1,0,1.17477474213267,"PCE","","high",37.65296,-121.01182,"DHS"
"5010010-012",2,1,1.19,"U; ALPHA","NO3N","high",37.63116,-120.99855,"DHS"
"5010010-013",1,0,2.34866666666667,"ALPHA","","high",37.65915,-120.99722,"DHS"
"5010010-016",2,0,1.5963287037037,"ALPHA; U","","high",37.65668,-121.00258,"DHS"
"5010010-018",1,0,1.02184027777778,"ALPHA","","high",37.67015,-121.00633,"DHS"
"5010010-019",0,1,NA,"","ALPHA","med",37.66457,-121.00409,"DHS"
"5010010-020",0,1,NA,"","ALPHA","med",37.65452,-120.97126,"DHS"
"5010010-023",3,1,1.54757238388246,"ALPHA; U; PCE","NO3N","high",37.6701,-120.99251,"DHS"
"5010010-024",2,0,1.5285,"ALPHA; U","","high",37.66585,-121.02249,"DHS"
"5010010-026",1,2,1.344,"ALPHA","AS; U","high",37.67934,-121.01211,"DHS"
"5010010-027",1,0,1.22178240740741,"ALPHA","","high",37.68571,-121.0014,"DHS"
"5010010-031",4,1,2.01871113606743,"TCPR123; NO3N; U; ALPHA","U","high",37.61905,-120.9953,"DHS"
"5010010-032",0,1,NA,"","ALPHA","med",37.61349,-120.99663,"DHS"
"5010010-034",1,0,1.42319455227743,"DBCP","","high",37.66254,-120.953,"DHS"
"5010010-035",0,0,NA,"","","low",37.67377,-121.03156,"DHS"
"5010010-036",2,1,1.56227777777778,"ALPHA; U","NO3N","high",37.64853,-121.03017,"DHS"
"5010010-038",1,0,1.20270833333333,"ALPHA","","high",37.64503,-120.98441,"DHS"
